"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.457624651E0,2.123417377E0,-1.048437119E1,1.581527710E1
1.467742684E0,2.134171486E0,-1.036674213E1,1.648807716E1
1.477860884E0,2.214964867E0,-1.023176479E1,1.622784424E1
1.487979050E0,2.407380342E0,-1.001197815E1,1.574917984E1
1.498118050E0,2.487737656E0,-9.818788528E0,1.581330395E1
1.508257283E0,2.449073076E0,-9.746231079E0,1.599602318E1
1.518396549E0,2.301230431E0,-9.793706894E0,1.598628998E1
1.528535882E0,2.130866766E0,-9.933991432E0,1.601945305E1
1.538675215E0,2.032357216E0,-1.009852982E1,1.593228912E1
1.548814548E0,2.013028860E0,-1.030149841E1,1.591637230E1
1.558932348E0,2.047658682E0,-1.047213936E1,1.595841694E1
1.569050348E0,2.137033701E0,-1.065166092E1,1.590189648E1
1.580558885E0,2.215192556E0,-1.075321674E1,1.591305923E1
1.590628885E0,2.256273270E0,-1.080503082E1,1.597783089E1
1.600699885E0,2.275851011E0,-1.076667213E1,1.579473686E1
1.610770385E0,2.381396055E0,-1.071771622E1,1.567451286E1
1.620841051E0,2.442265272E0,-1.067991447E1,1.555436134E1
1.630911301E0,2.477246523E0,-1.066018105E1,1.555212212E1
1.640982101E0,2.507760525E0,-1.062712288E1,1.554354858E1
1.651052601E0,2.553918839E0,-1.059820080E1,1.554995155E1
1.661122886E0,2.526905537E0,-1.061253166E1,1.555867290E1
1.671193011E0,2.480742693E0,-1.067051697E1,1.548249245E1
1.681262788E0,2.405599117E0,-1.070026112E1,1.545328140E1
1.691332888E0,2.412201881E0,-1.072026539E1,1.534939861E1
1.701402978E0,2.412953138E0,-1.074454689E1,1.535051155E1
1.711472728E0,2.517420292E0,-1.073774242E1,1.533633518E1
1.721542189E0,2.588523388E0,-1.074545479E1,1.529509163E1
1.731611403E0,2.640481710E0,-1.076975250E1,1.529905701E1
1.741722069E0,2.749256134E0,-1.080583668E1,1.529811668E1
1.751830069E0,2.794334888E0,-1.082879734E1,1.519331551E1
1.761935774E0,2.814527512E0,-1.088921547E1,1.515167046E1
1.772039496E0,2.813897133E0,-1.092357826E1,1.510414124E1
1.782141180E0,2.775927305E0,-1.100931835E1,1.516540527E1
1.792240980E0,2.716360569E0,-1.111449718E1,1.515404606E1
1.802339122E0,2.692334890E0,-1.112387562E1,1.438244915E1
1.812435849E0,2.643033743E0,-1.112227058E1,1.566202164E1
1.822566501E0,2.622573614E0,-1.103885078E1,1.518836021E1
1.832694292E0,2.731468916E0,-1.093906021E1,1.467498970E1
1.842819812E0,2.870132923E0,-1.089292526E1,1.495306206E1
1.852943081E0,2.976792336E0,-1.081985283E1,1.490318298E1
1.863064118E0,3.010641336E0,-1.076076794E1,1.479677773E1
1.873183046E0,2.989552498E0,-1.072555447E1,1.477431202E1
1.883300114E0,2.908200741E0,-1.074814701E1,1.465664291E1
1.893415514E0,2.803210497E0,-1.082716846E1,1.457193565E1
1.903530714E0,2.741439104E0,-1.098916340E1,1.441334820E1
1.913645880E0,2.737215281E0,-1.122200394E1,1.439174461E1
1.923760880E0,2.776764870E0,-1.144017220E1,1.433591080E1
1.933875780E0,2.839314222E0,-1.163390160E1,1.430076218E1
1.943990413E0,2.910455942E0,-1.175590324E1,1.434757519E1
1.954104946E0,2.970156193E0,-1.178728104E1,1.429678154E1
1.964219579E0,2.990478992E0,-1.173048592E1,1.413622570E1
1.974334079E0,3.025504112E0,-1.165194511E1,1.402179241E1
1.984466279E0,2.975459337E0,-1.156904793E1,1.402872276E1
1.994598179E0,2.979635477E0,-1.152575111E1,1.388490868E1
2.004730012E0,2.991211653E0,-1.151367950E1,1.404881287E1
2.014861778E0,3.035527945E0,-1.155749893E1,1.400509262E1
2.024993478E0,3.072096586E0,-1.161489105E1,1.393822098E1
2.035125178E0,3.146892786E0,-1.166178703E1,1.389132118E1
2.045236044E0,3.199708939E0,-1.177285957E1,1.386857605E1
2.055346844E0,3.282409430E0,-1.182848740E1,1.382976151E1
2.066653885E0,3.294349194E0,-1.183795357E1,1.364861298E1
2.076722885E0,3.297686338E0,-1.180889511E1,1.349199867E1
2.086790885E0,3.305636168E0,-1.178752708E1,1.345349312E1
2.096858885E0,3.335347414E0,-1.180010605E1,1.339885139E1
2.106928551E0,3.317072630E0,-1.180291748E1,1.319290543E1
2.116996801E0,3.329463720E0,-1.183932590E1,1.337652206E1
2.127065001E0,3.294267416E0,-1.185780048E1,1.332186699E1
2.137132834E0,3.268354177E0,-1.199768543E1,1.340422821E1
2.147200119E0,3.222737551E0,-1.226461697E1,1.274382019E1
2.157267619E0,3.201459885E0,-1.249527359E1,1.284940529E1
2.167335174E0,3.231941938E0,-1.247537613E1,1.369635773E1
2.177402774E0,3.368746996E0,-1.218750858E1,1.315944290E1
2.187470319E0,3.560937405E0,-1.190836525E1,1.292184448E1
2.197537902E0,3.643120050E0,-1.168803024E1,1.286454010E1
2.207605902E0,3.597387075E0,-1.159381294E1,1.281841278E1
2.217673902E0,3.488853455E0,-1.163472652E1,1.279118156E1
2.227778902E0,3.387968063E0,-1.174720478E1,1.276313972E1
2.237881589E0,3.368535995E0,-1.202164078E1,1.275490761E1
2.247981941E0,3.368351221E0,-1.224458218E1,1.265270615E1
2.258080329E0,3.409606934E0,-1.238220596E1,1.244707680E1
2.268177118E0,3.478539467E0,-1.255971336E1,1.243739891E1
2.278272518E0,3.546428680E0,-1.261576843E1,1.245471668E1
2.288366613E0,3.652579784E0,-1.253265953E1,1.233989906E1
2.298459613E0,3.698137522E0,-1.245109558E1,1.241842175E1
2.309745885E0,3.723196983E0,-1.234937859E1,1.221973896E1
2.319814885E0,3.712200165E0,-1.225647163E1,1.231190681E1
2.329880885E0,3.661212444E0,-1.215579987E1,1.226741505E1
2.339946885E0,3.658698320E0,-1.208804131E1,1.212933731E1
2.350011885E0,3.688962936E0,-1.206644058E1,1.210159683E1
2.360076385E0,3.716113091E0,-1.213443565E1,1.212552261E1
