"Time (s)","w","x","y","z"
1.280392089E0,5.629705537E-1,-9.202425182E-2,4.417023808E-2,-8.201491833E-1
1.290985214E0,5.629737438E-1,-9.234675020E-2,4.422342405E-2,-8.201078773E-1
1.300496776E0,5.629784107E-1,-9.261719137E-2,4.427488148E-2,-8.200713992E-1
1.311302037E0,5.629913399E-1,-9.280594438E-2,4.427053779E-2,-8.200414181E-1
1.320908443E0,5.630422654E-1,-9.285070747E-2,4.423008114E-2,-8.200035691E-1
1.331841204E0,5.630785629E-1,-9.275499731E-2,4.418870434E-2,-8.199917078E-1
1.341844693E0,5.631204692E-1,-9.258530289E-2,4.417868331E-2,-8.199826479E-1
1.351901464E0,5.631317049E-1,-9.245074540E-2,4.419998080E-2,-8.199889660E-1
1.362114276E0,5.631230341E-1,-9.239696711E-2,4.426804185E-2,-8.199973106E-1
1.372161776E0,5.631190192E-1,-9.239869565E-2,4.435847327E-2,-8.199949861E-1
1.382185683E0,5.631238015E-1,-9.240404516E-2,4.445509240E-2,-8.199858665E-1
1.392309381E0,5.631384945E-1,-9.238630533E-2,4.454432428E-2,-8.199729323E-1
1.402247870E0,5.631471579E-1,-9.237262607E-2,4.460576177E-2,-8.199651837E-1
1.412366568E0,5.631729007E-1,-9.234911948E-2,4.467341304E-2,-8.199464679E-1
1.422349120E0,5.632126560E-1,-9.232089669E-2,4.473156109E-2,-8.199191689E-1
1.432379901E0,5.632523956E-1,-9.228657186E-2,4.479251429E-2,-8.198924065E-1
1.442410735E0,5.632814310E-1,-9.224078059E-2,4.487076774E-2,-8.198733330E-1
1.452450526E0,5.632918276E-1,-9.220127016E-2,4.495424777E-2,-8.198660612E-1
1.462519276E0,5.632973546E-1,-9.218332916E-2,4.504236206E-2,-8.198594451E-1
1.472566620E0,5.632995087E-1,-9.218773991E-2,4.511807859E-2,-8.198533058E-1
1.482600839E0,5.633055096E-1,-9.219706804E-2,4.520056397E-2,-8.198435903E-1
1.492633808E0,5.632997505E-1,-9.222264588E-2,4.526875541E-2,-8.198409081E-1
1.502664381E0,5.633022546E-1,-9.227646887E-2,4.533835500E-2,-8.198292851E-1
1.512694224E0,5.633063414E-1,-9.234867245E-2,4.539273679E-2,-8.198153377E-1
1.522738651E0,5.633160960E-1,-9.239735454E-2,4.544063658E-2,-8.198004961E-1
1.532566151E0,5.633257780E-1,-9.243313968E-2,4.549082741E-2,-8.197870255E-1
1.542870735E0,5.633423246E-1,-9.242129326E-2,4.556664452E-2,-8.197727799E-1
1.552838339E0,5.633653076E-1,-9.241276234E-2,4.562146217E-2,-8.197548985E-1
1.562409693E0,5.633513981E-1,-9.237960726E-2,4.573492333E-2,-8.197618723E-1
1.572915995E0,5.633308155E-1,-9.238833934E-2,4.585633427E-2,-8.197682500E-1
1.582957454E0,5.633161350E-1,-9.245370328E-2,4.595704004E-2,-8.197653294E-1
1.592993808E0,5.633111475E-1,-9.251784533E-2,4.604848102E-2,-8.197563887E-1
1.603035526E0,5.633130060E-1,-9.251368791E-2,4.612952471E-2,-8.197510242E-1
1.613074537E0,5.633196095E-1,-9.246622026E-2,4.617686942E-2,-8.197491765E-1
