"Time (s)","w","x","y","z"
1.105143781E0,9.652142095E-1,-2.435660064E-1,-9.370700270E-2,1.600399986E-2
1.115256746E0,9.654110526E-1,-2.426780015E-1,-9.395399690E-2,1.617199928E-2
1.125367946E0,9.649535889E-1,-2.442010045E-1,-9.472099692E-2,1.607399993E-2
1.135478879E0,9.644125508E-1,-2.459709942E-1,-9.572599828E-2,1.559599955E-2
1.145589845E0,9.641628585E-1,-2.464320064E-1,-9.707599878E-2,1.541099977E-2
1.155700645E0,9.642371741E-1,-2.455559969E-1,-9.847900271E-2,1.583700068E-2
1.165811178E0,9.645110584E-1,-2.440260053E-1,-9.944999963E-2,1.671599969E-2
1.175921478E0,9.648804425E-1,-2.424470037E-1,-9.952200204E-2,1.790400036E-2
1.186031611E0,9.652569963E-1,-2.413849980E-1,-9.841699898E-2,1.806399971E-2
1.196142444E0,9.655941096E-1,-2.408969998E-1,-9.637799859E-2,1.754800044E-2
1.206253310E0,9.659387659E-1,-2.406329960E-1,-9.363999963E-2,1.701799966E-2
1.216382043E0,9.663992915E-1,-2.399999946E-1,-9.048300236E-2,1.688900031E-2
1.226510809E0,9.670061843E-1,-2.386679947E-1,-8.737300336E-2,1.739500090E-2
1.236639575E0,9.676865388E-1,-2.368260026E-1,-8.462499827E-2,1.829800010E-2
1.246768041E0,9.684047671E-1,-2.347349972E-1,-8.198200166E-2,1.925200038E-2
1.256892707E0,9.691246994E-1,-2.325820029E-1,-7.946100086E-2,1.971999928E-2
1.267017040E0,9.698250177E-1,-2.306199968E-1,-7.677900046E-2,1.894300058E-2
1.277124173E0,9.704467362E-1,-2.291190028E-1,-7.382600009E-2,1.695100032E-2
1.287231239E0,9.708655640E-1,-2.283779979E-1,-7.112000138E-2,1.433499996E-2
1.298557971E0,9.711823658E-1,-2.279849946E-1,-6.847199798E-2,1.180000044E-2
1.308613971E0,9.714841060E-1,-2.277439982E-1,-6.528399885E-2,9.449999779E-3
1.318675971E0,9.718357956E-1,-2.276339978E-1,-6.058900058E-2,6.850000005E-3
1.328737971E0,9.721990629E-1,-2.279559970E-1,-5.337600037E-2,4.005999770E-3
1.338799971E0,9.723238376E-1,-2.295400053E-1,-4.355699942E-2,7.270000060E-4
1.348861971E0,9.721708444E-1,-2.314739972E-1,-3.607700020E-2,-1.444999943E-3
1.358923971E0,9.721962971E-1,-2.315730006E-1,-3.474399820E-2,-1.077000052E-3
1.368985304E0,9.724685562E-1,-2.303459942E-1,-3.529199958E-2,3.239999933E-4
1.379046161E0,9.727531321E-1,-2.291940004E-1,-3.491799906E-2,1.478999970E-3
1.389107036E0,9.729210038E-1,-2.286749929E-1,-3.361300007E-2,1.623000018E-3
1.399167369E0,9.729601631E-1,-2.286850065E-1,-3.239899874E-2,1.412000041E-3
1.409227169E0,9.729660944E-1,-2.287559956E-1,-3.168600053E-2,1.916000037E-3
1.419286896E0,9.730062627E-1,-2.286649942E-1,-3.096999973E-2,3.463000059E-3
1.429346479E0,9.730662088E-1,-2.284840047E-1,-3.002399951E-2,5.981000140E-3
1.439405940E0,9.731286379E-1,-2.282599956E-1,-2.898499928E-2,8.825999685E-3
1.449465368E0,9.731935568E-1,-2.279739976E-1,-2.814600058E-2,1.140000019E-2
1.459560234E0,9.732729446E-1,-2.276159972E-1,-2.758299932E-2,1.303500030E-2
1.469653171E0,9.733740022E-1,-2.272100002E-1,-2.707899921E-2,1.361600030E-2
1.479744112E0,9.734569822E-1,-2.269739956E-1,-2.650300041E-2,1.272400003E-2
1.489833223E0,9.735253425E-1,-2.269289941E-1,-2.539099939E-2,1.034099981E-2
1.499920696E0,9.735836204E-1,-2.268839926E-1,-2.423400059E-2,8.444000036E-3
1.510006846E0,9.736736286E-1,-2.266280055E-1,-2.336299978E-2,7.319999859E-3
1.520091846E0,9.738229494E-1,-2.260590047E-1,-2.280299924E-2,6.798000075E-3
1.530175936E0,9.740297884E-1,-2.252019942E-1,-2.244199999E-2,6.810999941E-3
1.540294022E0,9.742628308E-1,-2.241999954E-1,-2.216799930E-2,7.408000063E-3
