"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.013266060E0,5.324870110E0,-2.564601898E-1,-6.787291527E0
2.023318960E0,7.479119301E0,-3.486062288E-1,-7.288517952E0
2.033371460E0,9.815135002E0,-7.422604561E-1,-7.933511257E0
2.043423993E0,1.165975571E1,-1.003923655E0,-9.147077560E0
2.053476626E0,1.291396999E1,-1.019702554E0,-9.412172318E0
2.063529292E0,1.474233818E1,-9.680232406E-1,-9.456633568E0
2.073582058E0,1.684999847E1,-7.074369788E-1,-9.869647026E0
2.083634758E0,1.953138161E1,-3.059793711E-1,-9.585523605E0
2.093687324E0,2.170697403E1,-1.819587946E-1,-9.679370880E0
2.103739857E0,2.413936234E1,-4.987871051E-1,-8.900564194E0
2.113792223E0,2.692174530E1,1.273665428E-1,-1.004298019E1
2.123844456E0,3.030166054E1,4.797700644E-1,-1.198236656E1
2.133896622E0,3.260600662E1,5.510671139E-1,-1.264742661E1
2.143948622E0,3.442829895E1,4.112130404E-1,-1.255003738E1
2.154005222E0,3.339788055E1,-2.784712315E-1,-1.215057564E1
2.164061755E0,3.014198875E1,-6.925612688E-1,-1.234220314E1
2.174118188E0,2.664691162E1,-1.494607568E0,-1.212640572E1
2.184174321E0,2.315277672E1,-1.599843502E0,-1.245395565E1
2.194230254E0,1.954498100E1,-1.653755426E0,-1.198568916E1
2.204286054E0,1.522010612E1,-1.292527914E0,-1.162218857E1
2.214340487E0,1.211816406E1,-1.185720444E0,-1.201452446E1
2.224394853E0,1.032966042E1,-1.299729466E0,-1.152714825E1
2.234448986E0,9.069051743E0,-7.636976838E-1,-1.241135788E1
2.244502886E0,7.878270149E0,-1.247516870E0,-1.300831318E1
2.254556819E0,8.332601547E0,-1.545860291E0,-1.236072159E1
2.264610752E0,9.262166977E0,-2.204944849E0,-1.077662277E1
2.274664552E0,9.032135010E0,-2.847275257E0,-8.508253098E0
2.284718318E0,9.531544685E0,-1.459339142E0,-6.067486763E0
2.294772151E0,8.704856873E0,5.733700991E-1,-4.043042660E0
