"Time (s)","w","x","y","z"
1.471468394E0,2.182156731E-1,-2.054441348E-2,1.402061246E-2,9.755835533E-1
1.482078707E0,2.152811672E-1,-1.972499490E-2,1.205744408E-2,9.762784243E-1
1.491758863E0,2.120828560E-1,-1.757861674E-2,9.482344612E-3,9.770475626E-1
1.502141103E0,2.092472714E-1,-1.423341595E-2,6.466396153E-3,9.777377844E-1
1.511786519E0,2.071458329E-1,-9.455658495E-3,3.289435990E-3,9.782588482E-1
1.522180530E0,2.061286807E-1,-4.449753556E-3,2.967181208E-4,9.785147309E-1
1.532684488E0,2.059588120E-1,-9.274237091E-4,-1.645446406E-3,9.785588384E-1
1.542252613E0,2.063073838E-1,1.052509062E-3,-1.812026603E-3,9.784849882E-1
1.552565530E0,2.070625435E-1,2.018468920E-3,-3.940894967E-4,9.783255458E-1
1.562427665E0,2.083201557E-1,2.856520005E-3,1.853582216E-3,9.780547619E-1
1.572463238E0,2.099917444E-1,3.585795639E-3,4.461220466E-3,9.776864052E-1
1.582479436E0,2.117754250E-1,4.247657489E-3,7.137671113E-3,9.772830606E-1
1.592111936E0,2.134963416E-1,5.126989912E-3,9.679353796E-3,9.768824577E-1
1.602485269E0,2.151310819E-1,6.865923759E-3,1.183201373E-2,9.764893651E-1
1.612678082E0,2.167815183E-1,8.873320185E-3,1.348042488E-2,9.760867357E-1
1.622925582E0,2.183263205E-1,9.206027724E-3,1.442527585E-2,9.757257700E-1
1.632160373E0,2.199155866E-1,8.495877497E-3,1.447414700E-2,9.753745198E-1
1.642709957E0,2.215064524E-1,7.065585349E-3,1.397906803E-2,9.750331044E-1
1.652064228E0,2.228068880E-1,4.500024021E-3,1.296358369E-2,9.747660160E-1
1.662730634E0,2.231357174E-1,6.875284016E-4,1.173685212E-2,9.747164845E-1
1.672989436E0,2.225403003E-1,-3.359736875E-3,1.005455200E-2,9.748658538E-1
1.682897248E0,2.213308888E-1,-7.066156249E-3,8.031358011E-3,9.751400948E-1
1.693132665E0,2.195363056E-1,-1.061662845E-2,5.949907936E-3,9.755284190E-1
1.702888290E0,2.172588230E-1,-1.442348491E-2,4.121747334E-3,9.759987593E-1
1.712679801E0,2.149412984E-1,-1.676934212E-2,1.930724713E-3,9.764810801E-1
1.722760790E0,2.132058080E-1,-1.526721939E-2,-1.714747516E-3,9.768865108E-1
1.732833290E0,2.118197414E-1,-1.129188389E-2,-5.867834203E-3,9.772258997E-1
1.742492978E0,2.104864840E-1,-5.940780509E-3,-9.783011861E-3,9.775297642E-1
1.752441519E0,2.095115723E-1,5.299377372E-4,-1.327919960E-2,9.777158499E-1
1.763201936E0,2.091725403E-1,7.075498812E-3,-1.586197875E-2,9.777244925E-1
1.773224957E0,2.094810805E-1,1.256979629E-2,-1.757847145E-2,9.775738716E-1
1.783221676E0,2.100723209E-1,1.546180807E-2,-1.889006235E-2,9.773810506E-1
1.794150165E0,2.107028922E-1,1.554907020E-2,-2.021675557E-2,9.772173762E-1
1.799615217E0,2.111859754E-1,1.405566093E-2,-2.194868773E-2,9.770983458E-1
1.809722613E0,2.113072254E-1,1.127939392E-2,-2.416407131E-2,9.770558476E-1
1.819724644E0,2.109179131E-1,6.676524412E-3,-2.609636821E-2,9.771325588E-1
1.829779592E0,2.099624204E-1,5.742375506E-4,-2.716991864E-2,9.773316979E-1
1.839813811E0,2.087113854E-1,-4.686536267E-3,-2.822474018E-2,9.775586724E-1
1.849819176E0,2.073561173E-1,-8.497091010E-3,-2.955636941E-2,9.777820110E-1
1.859902978E0,2.060473557E-1,-1.103521232E-2,-3.084933199E-2,9.779933691E-1
1.869832353E0,2.047625485E-1,-1.292913407E-2,-3.173700720E-2,9.782115817E-1
1.879991936E0,2.035324925E-1,-1.478549559E-2,-3.209181875E-2,9.784303904E-1
1.889849540E0,2.025433686E-1,-1.693740115E-2,-3.200832382E-2,9.786034822E-1
1.900028811E0,2.020004410E-1,-1.964512840E-2,-3.173305094E-2,9.786740541E-1
1.909840009E0,2.018805051E-1,-2.312440798E-2,-3.140171617E-2,9.786334634E-1
