"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.070351103E0,-6.712110043E-1,2.763018608E-1,-1.035714149E0
1.075370061E0,-7.395522594E-1,-3.272275925E-1,-1.384198189E0
1.080389019E0,-1.232704401E0,-2.444727421E-1,-1.465006828E0
1.085407978E0,-1.736160755E0,2.505302429E-2,-1.414952278E0
1.090426936E0,-1.875681877E0,3.075454235E-1,-1.278678894E0
1.095445894E0,-1.895477057E0,6.715528965E-1,-1.149557114E0
1.100464853E0,-1.950481892E0,1.240224600E0,-1.111935616E0
1.105483811E0,-6.256608367E-1,5.280694962E-1,-1.359456062E0
1.110502769E0,3.226372719E0,-3.344504356E0,-2.357308388E0
1.115521728E0,2.746489048E0,-3.479340553E0,-3.009823799E0
1.120540686E0,1.557656050E0,-2.492757797E0,-3.362194538E0
1.125559644E0,8.807435632E-1,-1.153409958E0,-3.240997314E0
1.130578603E0,7.329809666E-1,-1.028296947E-1,-2.898286819E0
1.135597561E0,8.136756420E-1,7.324986458E-1,-2.545746326E0
1.140616519E0,8.808411360E-1,1.278029442E0,-2.220221043E0
1.145635478E0,7.679696679E-1,1.308879137E0,-1.951183319E0
1.150654436E0,4.311329424E-1,1.268200874E0,-1.801593304E0
1.155673394E0,1.657268405E-1,4.876458645E-1,-1.867484093E0
1.160692353E0,-2.141016722E-2,-4.165270329E-1,-2.044342518E0
1.165711311E0,-1.267565787E-1,-1.082349420E0,-2.154167652E0
1.170730269E0,-2.203471363E-1,-1.417508125E0,-2.122002602E0
1.175749228E0,-4.346020520E-1,-1.476651907E0,-2.291564941E0
1.180768186E0,-7.081403732E-1,-1.362850666E0,-2.410333633E0
1.185787144E0,-1.015425444E0,-1.069817066E0,-2.608431339E0
1.190806103E0,-1.384922624E0,-6.968491077E-1,-2.654370308E0
1.195825061E0,-1.502209783E0,-5.209697485E-1,-2.496294498E0
1.200844019E0,-1.580291510E0,-4.624954462E-1,-2.059698582E0
1.205862978E0,-1.387329936E0,-8.826344609E-1,-2.073987484E0
1.210881936E0,-8.516072035E-1,-1.522919297E0,-2.030722618E0
1.215900894E0,-4.005261362E-1,-1.994401217E0,-1.803749084E0
1.220919853E0,-6.792208552E-2,-2.275274754E0,-1.527175903E0
1.225938811E0,1.591937691E-1,-2.432739973E0,-1.426463127E0
1.230957769E0,5.159482956E-1,-2.896973610E0,-1.687084675E0
1.235976728E0,7.630769014E-1,-2.925223589E0,-2.099173546E0
1.240995686E0,7.009062767E-1,-2.166269779E0,-2.121977806E0
1.246014644E0,1.159162521E-1,-1.382397056E0,-2.273348331E0
1.251033603E0,-7.950102687E-1,-8.910468817E-1,-3.037268639E0
1.256052561E0,-1.483270407E0,-4.635374546E-1,-3.524571419E0
1.261071519E0,-2.050281525E0,-2.521046400E-1,-3.872398376E0
1.266090478E0,-2.436790228E0,-2.634389400E-1,-4.015757561E0
1.271109436E0,-2.515105247E0,-3.890546560E-1,-3.901800156E0
1.276128394E0,-2.450135708E0,-6.077486873E-1,-3.581490517E0
1.281147353E0,-2.229470253E0,-8.037428260E-1,-2.973127365E0
1.286166311E0,-1.943674326E0,-1.008685946E0,-2.294553757E0
1.291185269E0,-1.696583986E0,-1.214835644E0,-2.021699905E0
1.296204228E0,-1.830886126E0,-1.432640553E0,-2.652784348E0
1.301223186E0,-2.021957874E0,-1.531504035E0,-3.335378647E0
1.306242144E0,-1.976342916E0,-1.579045296E0,-3.600525856E0
1.311261103E0,-1.635152221E0,-1.692467928E0,-3.022675514E0
1.316280061E0,-1.071084142E0,-1.733233929E0,-1.716688156E0
