"Time (s)","w","x","y","z"
1.200916565E0,1.810301840E-1,-2.030000091E-2,-1.751029938E-1,9.675509930E-1
1.211021065E0,1.810369490E-1,-2.033100091E-2,-1.750980020E-1,9.675499797E-1
1.221174798E0,1.810462687E-1,-2.036800049E-2,-1.751170009E-1,9.675440192E-1
1.231322048E0,1.810528788E-1,-2.039399929E-2,-1.751459986E-1,9.675369859E-1
1.241463400E0,1.810448971E-1,-2.039499953E-2,-1.751649976E-1,9.675350189E-1
1.251599455E0,1.810334913E-1,-2.037199959E-2,-1.751630008E-1,9.675379992E-1
1.261730612E0,1.810278310E-1,-2.035699971E-2,-1.751649976E-1,9.675390124E-1
1.271857812E0,1.810334426E-1,-2.034199983E-2,-1.751829982E-1,9.675350189E-1
1.281981383E0,1.810437392E-1,-2.033700049E-2,-1.751949936E-1,9.675310254E-1
1.292101610E0,1.810430909E-1,-2.034899965E-2,-1.751890033E-1,9.675319791E-1
1.302253827E0,1.810368047E-1,-2.036999911E-2,-1.751710027E-1,9.675359726E-1
1.312401743E0,1.810252405E-1,-2.037199959E-2,-1.751330048E-1,9.675449729E-1
1.322545783E0,1.809928698E-1,-2.033999935E-2,-1.750759929E-1,9.675620198E-1
1.332686167E0,1.809649530E-1,-2.028900012E-2,-1.750060022E-1,9.675809741E-1
1.342823129E0,1.809523208E-1,-2.027699910E-2,-1.749430001E-1,9.675949812E-1
1.352956950E0,1.809328511E-1,-2.027400024E-2,-1.748860031E-1,9.676089883E-1
1.363087708E0,1.809258148E-1,-2.026000060E-2,-1.748230010E-1,9.676219821E-1
1.373215708E0,1.809103368E-1,-2.024500072E-2,-1.747519970E-1,9.676380157E-1
1.384539432E0,1.808950725E-1,-2.022299916E-2,-1.747040004E-1,9.676499963E-1
1.394589432E0,1.810419358E-1,-2.021599934E-2,-1.746910065E-1,9.676250219E-1
1.404639432E0,1.810196648E-1,-2.018200047E-2,-1.746850014E-1,9.676309824E-1
1.414690432E0,1.809987258E-1,-2.014699951E-2,-1.746830046E-1,9.676359892E-1
1.424742098E0,1.809750170E-1,-2.012399957E-2,-1.746989936E-1,9.676380157E-1
1.434793848E0,1.809493467E-1,-2.011699975E-2,-1.747319996E-1,9.676370025E-1
1.444845648E0,1.809364199E-1,-2.011799999E-2,-1.747729927E-1,9.676319957E-1
1.454897481E0,1.809238148E-1,-2.012800053E-2,-1.748069972E-1,9.676280022E-1
1.465844432E0,1.809046772E-1,-2.013500035E-2,-1.748259962E-1,9.676280022E-1
1.475890432E0,1.810570552E-1,-2.016800083E-2,-1.748359948E-1,9.675970078E-1
1.485943432E0,1.810418457E-1,-2.017099969E-2,-1.748570055E-1,9.675959945E-1
1.495995932E0,1.810220846E-1,-2.017400041E-2,-1.748879999E-1,9.675940275E-1
1.506047265E0,1.810030587E-1,-2.017999999E-2,-1.749069989E-1,9.675940275E-1
1.516097515E0,1.809989064E-1,-2.019299939E-2,-1.749210060E-1,9.675920010E-1
1.526147315E0,1.810001595E-1,-2.021200024E-2,-1.749339998E-1,9.675890207E-1
1.536196815E0,1.810038406E-1,-2.023800090E-2,-1.749439985E-1,9.675859809E-1
1.547136432E0,1.810094065E-1,-2.026600018E-2,-1.749349982E-1,9.675859809E-1
1.557184432E0,1.810179475E-1,-2.030000091E-2,-1.749110073E-1,9.675880075E-1
1.567233432E0,1.810278710E-1,-2.032800019E-2,-1.748809963E-1,9.675909877E-1
1.577280932E0,1.810312922E-1,-2.035499923E-2,-1.748410016E-1,9.675970078E-1
1.587329265E0,1.810309535E-1,-2.036999911E-2,-1.748010069E-1,9.676039815E-1
1.597377265E0,1.810276688E-1,-2.037400007E-2,-1.747650057E-1,9.676110148E-1
1.607425665E0,1.810252580E-1,-2.037299983E-2,-1.747290045E-1,9.676179886E-1
1.617473831E0,1.810228093E-1,-2.037799917E-2,-1.746920049E-1,9.676250219E-1
1.628413432E0,1.810250899E-1,-2.039100043E-2,-1.746660024E-1,9.676290154E-1
1.638464432E0,1.810157562E-1,-2.039900050E-2,-1.746470034E-1,9.676340222E-1
1.648514432E0,1.810045673E-1,-2.040299959E-2,-1.746360064E-1,9.676380157E-1
1.658564932E0,1.809938648E-1,-2.040800080E-2,-1.746300012E-1,9.676409960E-1
1.668615932E0,1.809783871E-1,-2.041500062E-2,-1.746339947E-1,9.676430225E-1
1.678667182E0,1.809546142E-1,-2.041799948E-2,-1.746529937E-1,9.676439762E-1
1.688718582E0,1.809362172E-1,-2.040800080E-2,-1.746619940E-1,9.676460028E-1
1.698770248E0,1.809250134E-1,-2.039499953E-2,-1.746529937E-1,9.676499963E-1
1.709721432E0,1.809241579E-1,-2.040800080E-2,-1.746190041E-1,9.676560163E-1
1.719773432E0,1.809211896E-1,-2.041699924E-2,-1.745879948E-1,9.676619768E-1
1.729825432E0,1.809088222E-1,-2.042200044E-2,-1.745889932E-1,9.676640034E-1
1.739875432E0,1.808982363E-1,-2.042800002E-2,-1.746270061E-1,9.676589966E-1
1.749924765E0,1.808940052E-1,-2.044099942E-2,-1.746519953E-1,9.676550031E-1
1.759974515E0,1.808925918E-1,-2.044299990E-2,-1.746419966E-1,9.676570296E-1
1.770024515E0,1.808982017E-1,-2.044099942E-2,-1.746090055E-1,9.676619768E-1
1.780073848E0,1.808972278E-1,-2.043600008E-2,-1.745660007E-1,9.676700234E-1
1.791033432E0,1.809227197E-1,-2.051400021E-2,-1.745029986E-1,9.676749706E-1
1.801083432E0,1.809448254E-1,-2.058300003E-2,-1.743829995E-1,9.676910043E-1
1.811135432E0,1.809669951E-1,-2.061899938E-2,-1.742279977E-1,9.677140117E-1
1.821186432E0,1.809715258E-1,-2.062300034E-2,-1.741449982E-1,9.677280188E-1
1.831238098E0,1.809380272E-1,-2.053200081E-2,-1.741739959E-1,9.677309990E-1
1.841290098E0,1.809067143E-1,-2.042100020E-2,-1.742530018E-1,9.677249789E-1
1.851342898E0,1.810324364E-1,-2.036700025E-2,-1.742839962E-1,9.676970243E-1
1.861395731E0,1.809796523E-1,-2.026299946E-2,-1.742009968E-1,9.677240252E-1
1.872351432E0,1.809353626E-1,-2.019000053E-2,-1.740110070E-1,9.677680135E-1
1.882405432E0,1.809367981E-1,-2.020999976E-2,-1.738460064E-1,9.677969813E-1
1.892459432E0,1.809673363E-1,-2.027600072E-2,-1.737730056E-1,9.678030014E-1
1.902512432E0,1.810045602E-1,-2.032800019E-2,-1.737670004E-1,9.677960277E-1
