"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.083581243E0,-3.190070391E-2,9.857606888E-2,3.226852417E-2
2.093709976E0,-5.995047092E-2,9.558105469E-2,3.219032288E-2
2.103811276E0,-6.621289253E-2,5.669832230E-2,5.796432495E-3
2.113912142E0,-7.032084465E-2,5.138850212E-2,1.291751862E-2
2.124012642E0,-7.704919577E-2,-2.084064484E-2,-2.065372467E-2
2.134112942E0,-5.037587881E-2,-1.639556885E-2,3.239631653E-3
2.144213108E0,-7.155090570E-2,-2.854514122E-2,1.759433746E-2
2.154313208E0,-5.414938927E-2,-7.133245468E-3,3.915786743E-2
2.164413108E0,-4.843091965E-2,-7.349967957E-3,1.284217834E-2
2.174512874E0,-2.124959230E-2,4.183292389E-3,3.196334839E-2
2.184612574E0,-2.996391058E-2,1.091027260E-2,2.235221863E-2
2.194712107E0,-1.710718870E-2,1.723980904E-2,7.870674133E-3
2.204829107E0,-1.659971476E-2,-2.481460571E-3,-4.488563538E-2
2.214945973E0,-2.349954844E-2,1.395034790E-2,-8.802986145E-2
2.225062839E0,-3.719466925E-2,1.379346848E-2,-7.125568390E-2
2.235179639E0,-4.845601320E-2,-7.844448090E-3,7.784843445E-3
2.245296439E0,-3.409361839E-2,-1.034975052E-2,7.001018524E-2
2.255412872E0,-9.817481041E-4,1.568937302E-2,1.082258224E-1
2.265511505E0,4.599988461E-3,3.170466423E-2,9.615516663E-2
2.275609938E0,1.852297783E-2,6.410741806E-2,1.846456528E-1
2.286881955E0,-1.946103573E-2,1.080960035E-1,-1.658725739E-2
2.296932955E0,-7.408797741E-3,5.544304848E-2,-1.051464081E-1
2.306985955E0,-3.768950701E-2,-1.063632965E-2,-1.099748611E-1
2.317039455E0,-4.964661598E-2,-1.522707939E-2,-1.636037827E-1
2.327093455E0,-4.650735855E-2,2.712941170E-2,-2.534885406E-1
2.337147205E0,-7.398277521E-2,3.911840916E-2,-1.846532822E-1
2.347201005E0,-9.046280384E-2,6.419920921E-2,-9.463310242E-3
2.357255338E0,-5.115705729E-2,7.185983658E-2,2.333507538E-1
2.367308909E0,3.285557032E-2,7.193732262E-2,4.259214401E-1
2.377362284E0,7.692670822E-2,7.369565964E-2,3.593206406E-1
2.387415284E0,3.135532141E-2,3.770470619E-2,2.248926163E-1
2.397468284E0,-2.818435431E-2,5.244016647E-3,9.930801392E-2
2.407521011E0,-7.111424208E-2,2.587556839E-2,-4.105949402E-2
2.417573761E0,-8.618307114E-2,7.784295082E-2,-5.454444885E-2
2.427626453E0,-6.949669123E-2,1.343950033E-1,-9.403610229E-2
2.437678953E0,-3.434079885E-2,2.039307356E-1,-1.304759979E-1
2.447773686E0,-2.605915070E-4,2.455674410E-1,-1.302423477E-1
2.457865811E0,1.207947731E-3,1.784532070E-1,-4.536533356E-2
2.467955693E0,-2.609109879E-2,4.982018471E-2,1.332664490E-2
2.478043581E0,-4.389917850E-2,-7.646918297E-2,4.327392578E-2
2.488129581E0,-3.311699629E-2,-1.719182730E-1,1.569557190E-2
2.498213981E0,-3.977787495E-2,-2.346954346E-1,-2.647304535E-2
2.508297028E0,-3.566664457E-2,-2.388906479E-1,4.386901855E-4
2.518378800E0,-3.500962257E-2,-1.989326477E-1,4.854202271E-2
2.528495669E0,-3.203541040E-2,-1.335232258E-1,2.702426910E-2
2.538609877E0,-3.293305635E-2,-5.191183090E-2,-1.369857788E-2
2.548721677E0,-6.882131100E-3,2.499556541E-2,-3.760051727E-2
2.558831369E0,-1.205456257E-2,7.826948166E-2,-8.770942688E-3
2.568939146E0,1.073014736E-2,1.197911501E-1,2.962398529E-2
2.579045217E0,3.325223923E-2,1.567095518E-1,7.282829285E-2
2.589149596E0,5.847352743E-2,1.481481791E-1,8.493328094E-2
2.599252429E0,4.555481672E-2,1.391090155E-1,1.017360687E-1
2.609355262E0,4.728728533E-2,1.126152277E-1,1.088390350E-1
2.619458228E0,2.732133865E-2,9.511852264E-2,6.792449951E-2
2.629561394E0,-1.882302761E-2,8.485150337E-2,6.294441223E-2
